"Database Name","Schema Name","Object Name","Index Name","index_id","index_type_desc","avg_fragmentation_in_percent","fragment_count","page_count","fill_factor","has_filter","filter_definition","allow_page_locks"
"KHTT_ST","dbo","CTPhatSinh_KhuyenMaiPOS","PK_CTPhatSinh_KhuyenMaiPOS","1","CLUSTERED INDEX","99.3347558679553","7967","7967","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh","PK__CTPhatSnh__12E8C319","1","CLUSTERED INDEX","97.9360228700988","80167","81154","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh","IX_CTPhatSinh","2","NONCLUSTERED INDEX","96.6616084977238","7725","7908","0","False","","True"
"KHTT_ST","dbo","INVTSERV14","PK_INVTSERV14","1","CLUSTERED INDEX","77.447216890595","2496","3126","0","False","","True"
"KHTT_ST","dbo","INVTSERV12","PK_INVTSERV12","1","CLUSTERED INDEX","76.8088467614534","2510","3165","0","False","","True"
"KHTT_ST","dbo","INVTSERV10","PK_INVTSERV10","1","CLUSTERED INDEX","75.2214399273223","3415","4403","0","False","","True"
"KHTT_ST","dbo","LichSuCapTheST","","0","HEAP","70.6204379562044","388","3242","0","False","","True"
"KHTT_ST","dbo","CTNhanThuong","PK__CTNhanThuong__54B68676","1","CLUSTERED INDEX","58.9526490216552","27314","44054","0","False","","True"
"KHTT_ST","dbo","KhachHang","IX_KhachHang_DTDD","3","NONCLUSTERED INDEX","54.7748466563606","11654","20053","0","False","","True"
"KHTT_ST","dbo","TichLuyTrongNgay","IX_TichLuyTrongNgay","2","NONCLUSTERED INDEX","53.3831628638867","10559","17794","0","False","","True"
"KHTT_ST","dbo","TichLuy","PK__TichLuy__1B7E091A","1","CLUSTERED INDEX","53.3106479512264","31770","56424","0","False","","True"
"KHTT_ST","dbo","The","IX_The_MaThe13","2","NONCLUSTERED INDEX","50.6360078277887","5587","10220","0","False","","True"
"KHTT_ST","dbo","TichLuy","IX_TichLuy_MaThe13","2","NONCLUSTERED INDEX","50.5627875110111","5686","10217","0","False","","True"
"KHTT_ST","dbo","Coupon","IX_Coupon_MaThe13","3","NONCLUSTERED INDEX","49.885329070818","7868","14389","0","False","","True"
"KHTT_ST","dbo","Coupon","PK_Coupon","1","CLUSTERED INDEX","48.3040496100723","28615","53215","0","False","","True"
