"ObjectName","IndexName","index_id","user_seeks","user_scans","user_lookups","Total Reads","Writes","Index Type","Fill Factor","has_filter","filter_definition","last_user_scan","last_user_lookup","last_user_seek"
"CTPhatSinh03","PK__CTPhatSinh03","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh03","IX_CTPhatSinh_MaThe13","2","","","","","","NONCLUSTERED","0","False","","","",""
"INVTSERV28","PK_INVTSERV28","1","","","","","","CLUSTERED","0","False","","","",""
"NhanThuong","","0","","","","","","HEAP","0","False","","","",""
"TNDSERV1","PK_TNDSERV1","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh08","PK__CTPhatSinh08","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh08","IX_CTPhatSinh_MaThe13","2","","","","","","NONCLUSTERED","0","False","","","",""
"QuyenNhanVien","","0","","","","","","HEAP","0","False","","","",""
"History_XemBaoCao","PK_History_XemBaoCao","1","","","","","","CLUSTERED","0","False","","","",""
"INVTSERV25","PK_INVTSERV25","1","","","","","","CLUSTERED","0","False","","","",""
"STAMPTRX_New_BK_Bf130421","","0","","","","","","HEAP","0","False","","","",""
"NgheNghiep","","0","","","","","","HEAP","0","False","","","",""
"CTPhatSinh02","PK__CTPhatSinh02","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh02","IX_CTPhatSinh_MaThe13","2","","","","","","NONCLUSTERED","0","False","","","",""
"CTPhatSinh_KhuyenMaiPOS01","PK__CTPhatSinh_KhuyenMaiPOS01","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh_KhuyenMaiPOS01","IX_CTPhatSinh_KhuyenMaiPOS01","2","","","","","","NONCLUSTERED","0","False","","","",""
"TNDSERV5","PK_TNDSERV5","1","","","","","","CLUSTERED","0","False","","","",""
"CTKhuyenMaiPOS","","0","","","","","","HEAP","0","False","","","",""
"CTPhatSinh12","PK__CTPhatSinh12","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh12","IX_CTPhatSinh_MaThe13","2","","","","","","NONCLUSTERED","0","False","","","",""
"TNDSERV6","PK_TNDSERV6","1","","","","","","CLUSTERED","0","False","","","",""
"DotCapThe","PK__DotCapThe__231F2AE2","1","","","","","","CLUSTERED","0","False","","","",""
"History_TNDSERV12","","0","","","","","","HEAP","0","False","","","",""
"CauHinhChietKhauQRCode","PK_CauHinhChietKhauQRCode","1","","","","","","CLUSTERED","0","False","","","",""
"INVTSERV2","PK_INVTSERV2","1","","","","","","CLUSTERED","0","False","","","",""
"DotCapThe_SieuThi","PK__DotCapThe_SieuTh__63F8CA06","1","","","","","","CLUSTERED","0","False","","","",""
"INVTSERV12","PK_INVTSERV12","1","","","","","","CLUSTERED","0","False","","","",""
"QuaTang","","0","","","","","","HEAP","0","False","","","",""
"SieuThi_Group","PK_SieuThi_Cum","1","","","","","","CLUSTERED","0","False","","","",""
