"ObjectName","IndexName","index_id","Writes","Total Reads","Index Type","Fill Factor","has_filter","filter_definition","last_system_update","last_user_update"
"TichLuy112018","","0","2","0","HEAP","0","False","","","7/15/2025 2:09:46 PM"
"Monthly_Promotion092021","","0","2","0","HEAP","0","False","","","7/15/2025 11:35:42 AM"
"TichLuy072018","","0","2","0","HEAP","0","False","","","7/15/2025 2:09:23 PM"
"AllCustomer_Data062017","","0","2","0","HEAP","0","False","","","7/15/2025 11:06:50 AM"
"TichLuy082018","","0","2","0","HEAP","0","False","","","7/15/2025 2:09:29 PM"
"TichLuy012019","","0","2","0","HEAP","0","False","","","7/15/2025 2:08:51 PM"
"TichLuy022019","","0","2","0","HEAP","0","False","","","7/15/2025 2:08:57 PM"
"InThe 6-3-COOP PS","","0","2","0","HEAP","0","False","","","7/15/2025 11:32:27 AM"
"InThe 6-3-VIP CL","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:27 AM"
"Hieu_SaiMATHE13","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:27 AM"
"InThe 6-3-COOP CL","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:27 AM"
"DonDatHang","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:21 AM"
"DanhMucGoc","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:21 AM"
"Hieu_Ktra","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:24 AM"
"HDD","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:24 AM"
"Hieu_ErrHourcharge","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:24 AM"
"AllCustomer_Data122016","","0","1","0","HEAP","0","False","","","7/15/2025 11:08:07 AM"
"bb","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:21 AM"
"TichLuy022017","","0","1","0","HEAP","0","False","","","7/15/2025 2:08:54 PM"
"TichLuy022018","","0","1","0","HEAP","0","False","","","7/15/2025 2:08:54 PM"
"AllCustomer_Data012016","","0","1","0","HEAP","0","False","","","7/15/2025 11:05:53 AM"
"1SGC_POLLC0","","0","1","0","HEAP","0","False","","","7/15/2025 11:02:13 AM"
"TichLuy022016","","0","1","0","HEAP","0","False","","","7/15/2025 2:08:54 PM"
"TichLuy012016","","0","1","0","HEAP","0","False","","","7/15/2025 2:08:48 PM"
"TichLuy012017","","0","1","0","HEAP","0","False","","","7/15/2025 2:08:48 PM"
"TichLuy012018","","0","1","0","HEAP","0","False","","","7/15/2025 2:08:51 PM"
"InThe 6-3-VIP PS","","0","1","0","HEAP","0","False","","","7/15/2025 11:32:47 AM"
"Monthly_Promotion012021","","0","1","0","HEAP","0","False","","","7/15/2025 11:33:32 AM"
"Monthly_Promotion012019","","0","1","0","HEAP","0","False","","","7/15/2025 11:33:32 AM"
"mathe_less13","","0","1","0","HEAP","0","False","","","7/15/2025 11:33:24 AM"
"TichLuy032017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:00 PM"
"AllCustomer_Data012017","","0","1","0","HEAP","0","False","","","7/15/2025 11:05:53 AM"
"TichLuy032016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:00 PM"
"TichLuy032018","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:01 PM"
"Monthly_Promotion052020","","0","1","0","HEAP","0","False","","","7/15/2025 11:34:31 AM"
"TichLuy042018","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:07 PM"
"AllCustomer_Data022016","","0","1","0","HEAP","0","False","","","7/15/2025 11:05:57 AM"
"TichLuy042017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:07 PM"
"AllCustomer_Data022017","","0","1","0","HEAP","0","False","","","7/15/2025 11:05:57 AM"
"TichLuy042016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:03 PM"
"TichLuy052018","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:13 PM"
"Monthly_Promotion082021","","0","1","0","HEAP","0","False","","","7/15/2025 11:35:34 AM"
"AllCustomer_Data042017","","0","1","0","HEAP","0","False","","","7/15/2025 11:06:28 AM"
"AllCustomer_Data042016","","0","1","0","HEAP","0","False","","","7/15/2025 11:06:28 AM"
"AllCustomer_Data032016","","0","1","0","HEAP","0","False","","","7/15/2025 11:06:14 AM"
"TichLuy052017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:10 PM"
"AllCustomer_Data032017","","0","1","0","HEAP","0","False","","","7/15/2025 11:06:14 AM"
"TichLuy052016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:10 PM"
"AllCustomer_Data032013","","0","1","0","HEAP","0","False","","","7/15/2025 11:06:14 AM"
"TichLuy082016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:29 PM"
"TichLuy082017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:29 PM"
"AllCustomer_Data072016","","0","1","0","HEAP","0","False","","","7/15/2025 11:07:06 AM"
"AllCustomer_Data062016","","0","1","0","HEAP","0","False","","","7/15/2025 11:06:50 AM"
"TichLuy072016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:23 PM"
"TichLuy072017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:23 PM"
"AllCustomer_Data052017","","0","1","0","HEAP","0","False","","","7/15/2025 11:06:42 AM"
"AllCustomer_Data052016","","0","1","0","HEAP","0","False","","","7/15/2025 11:06:32 AM"
"TichLuy062016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:17 PM"
"TichLuy062017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:17 PM"
"TichLuy062018","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:17 PM"
"AllCustomer_Data102016","","0","1","0","HEAP","0","False","","","7/15/2025 11:07:39 AM"
"TichLuy112017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:46 PM"
"AllCustomer_Data112016","","0","1","0","HEAP","0","False","","","7/15/2025 11:08:01 AM"
"TichLuy122016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:51 PM"
"TichLuy112016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:46 PM"
"AllCustomer_Data082016","","0","1","0","HEAP","0","False","","","7/15/2025 11:07:13 AM"
"TichLuy092016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:32 PM"
"TichLuy092017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:36 PM"
"AllCustomer_Data092016","","0","1","0","HEAP","0","False","","","7/15/2025 11:07:30 AM"
"TichLuy102016","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:39 PM"
"TichLuy102017","","0","1","0","HEAP","0","False","","","7/15/2025 2:09:39 PM"
"MonthlySelling_Report052013","","0","","","HEAP","0","False","","",""
"Monthly_Promotion122016","","0","","","HEAP","0","False","","",""
"MonthlySelling_Report122016","","0","","","HEAP","0","False","","",""
"1SGC_POLLC8","","0","","","HEAP","0","False","","",""
